19699	0	6	1
19700	0	12	1
19701	0	22	1
19702	0	36	1
19703	0	39	1
19704	0	49	1
19705	0	60	1
19707	0	75	1
19708	0	84	1
19709	0	93	1
19709	0	98	1
19710	0	108	1
19711	0	113	1
19712	0	119	1
19713	0	128	1
19714	0	135	1
19715	0	143	1
19716	0	153	1
19717	0	162	1
19718	0	172	1
19719	0	178	1
19720	0	189	1
19720	0	191	1
19721	0	194	1
19722	0	207	1
19723	0	214	1
19725	0	233	1
19726	0	234	1
19727	0	241	1
19728	0	247	1
19729	0	260	1
19730	0	267	1
19731	0	272	1
19732	0	273	1
19733	0	282	1
19734	0	293	1
19735	0	303	1
19736	0	313	1
19737	0	316	1
19738	0	329	1
19739	0	338	1
19740	0	344	1
19741	0	353	1
19741	0	357	1
19742	0	364	1
19743	0	369	1
19744	0	379	1
19744	0	382	1
19745	0	389	1
19746	0	399	1
19747	0	401	1
19748	0	412	1
19749	0	416	1
19750	0	424	1
19751	0	431	1
19751	0	432	1
19751	0	433	1
19752	0	442	1
19753	0	451	1
19754	0	457	1
19755	0	464	1
19756	0	480	1
19757	0	485	1
19758	0	490	1
19758	0	491	1
19758	0	494	1
19759	0	499	1
19760	0	503	1
19761	0	512	1
19762	0	516	1
19763	0	524	1
19764	0	533	1
19765	0	538	1
19766	0	548	1
19766	0	551	1
19767	0	562	1
19768	0	569	1
19769	0	579	1
19770	0	585	1
19771	0	590	1
19772	0	602	1
19773	0	605	1
19774	0	618	1
19775	0	627	1
19776	0	628	1
19777	0	642	1
19778	0	646	1
19779	0	652	1
19780	0	664	1
19781	0	669	1
19781	0	672	1
19782	0	681	1
19783	0	695	1
19784	0	700	1
19785	0	708	1
19786	0	717	1
19787	0	725	1
19788	0	729	1
19788	0	733	1
19789	0	741	1
19790	0	746	1
19791	0	749	1
19792	0	757	1
19792	0	759	1
19793	0	771	1
19794	0	779	1
19795	0	791	1
19796	0	798	1
19797	0	804	1
19797	0	806	1
19798	0	813	1
19799	0	823	1
19800	0	824	1
19801	0	837	1
19802	0	843	1
19803	0	854	1
19804	0	860	1
19805	0	868	1
19806	0	876	1
19807	0	885	1
19808	0	899	1
19809	0	903	1
19810	0	914	1
19811	0	922	1
19812	0	928	1
19813	0	939	1
19814	0	949	1
19815	0	957	1
19816	0	965	1
19817	0	972	1
19818	0	976	1
19819	0	986	1
19820	0	991	1
19821	0	1000	1
19822	0	1013	1
19823	0	1022	1
19824	0	1034	1
19825	0	1038	1
19826	0	1053	1
19827	0	1060	1
19828	0	1064	1
19829	0	1071	1
19829	0	1072	1
19830	0	1081	1
19831	0	1094	1
19832	0	1098	1
19833	0	1105	1
19834	0	1115	1
19834	0	1117	1
19835	0	1127	1
19836	0	1131	1
19837	0	1140	1
19838	0	1152	1
19839	0	1157	1
19840	0	1162	1
19841	0	1163	1
19842	0	1180	1
19843	0	1182	1
19844	0	1192	1
19845	0	1196	1
19846	0	1210	1
19846	0	1211	1
19847	0	1213	1
19848	0	1230	1
19849	0	1233	1
19850	0	1245	1
19850	0	1247	1
19851	0	1248	1
19852	0	1262	1
19853	0	1263	1
19853	0	1265	1
19854	0	1271	1
19855	0	1287	1
19856	0	1290	1
19857	0	1301	1
19857	0	1302	1
19858	0	1308	1
19859	0	1319	1
19861	0	1335	1
19862	0	1337	1
19863	0	1344	1
19864	0	1352	1
19864	0	1358	1
19866	0	1366	1
19867	0	1380	1
19868	0	1386	1
19868	0	1389	1
19869	0	1398	1
19870	0	1406	1
19871	0	1414	1
19872	0	1416	1
19873	0	1427	1
19874	0	1434	1
19875	0	1446	1
19876	0	1450	1
19877	0	1453	1
19878	0	1469	1
19879	0	1470	1
19880	0	1483	1
19881	0	1487	1
19882	0	1499	1
19883	0	1504	1
19884	0	1509	1
19885	0	1515	1
19886	0	1524	1
19887	0	1534	1
19888	0	1541	1
19889	0	1547	1
19890	0	1560	1
19891	0	1564	1
19892	0	1575	1
19893	0	1580	1
19894	0	1585	1
19895	0	1594	1
19896	0	1605	1
19897	0	1612	1
19898	0	1621	1
19898	0	1624	1
19898	0	1626	1
19899	0	1632	1
19900	0	1644	1
19901	0	1649	1
19901	0	1652	1
19902	0	1653	1
19903	0	1665	1
19904	0	1673	1
19905	0	1681	1
19906	0	1687	1
19907	0	1695	1
19908	0	1701	1
19909	0	1710	1
19910	0	1714	1
19910	0	1716	1
19910	0	1718	1
19911	0	1730	1
19912	0	1735	1
19913	0	1740	1
19913	0	1742	1
19914	0	1746	1
19915	0	1751	1
19915	0	1752	1
19916	0	1758	1
19917	0	1769	1
19918	0	1772	1
19920	0	1789	1
19921	0	1795	1
19922	0	1810	1
19923	0	1813	1
19924	0	1822	1
19925	0	1834	1
19926	0	1841	1
19927	0	1848	1
19927	0	1849	1
19928	0	1855	1
19928	0	1863	1
19929	0	1864	1
19929	0	1870	1
19930	0	1874	1
19931	0	1882	1
19932	0	1892	1
19933	0	1897	1
19934	0	1906	1
19935	0	1907	1
19936	0	1917	1
19937	0	1925	1
19937	0	1926	1
19938	0	1935	1
19938	0	1939	1
19939	0	1943	1
19940	0	1952	1
19941	0	1958	1
19941	0	1962	1
19942	0	1965	1
19942	0	1967	1
19943	0	1971	1
19944	0	1988	1
19945	0	1998	1
19946	0	2001	1
19947	0	2011	1
19948	0	2013	1
19949	0	2023	1
19950	0	2034	1
19951	0	2042	1
19952	0	2049	1
19953	0	2054	1
19954	0	2065	1
19955	0	2066	1
19956	0	2077	1
19957	0	2090	1
19958	0	2093	1
19959	0	2105	1
19959	0	2107	1
19960	0	2111	1
19961	0	2119	1
19962	0	2127	1
19963	0	2138	1
19964	0	2146	1
19964	0	2153	1
19965	0	2154	1
19966	0	2162	1
19967	0	2173	1
19968	0	2179	1
19969	0	2188	1
19970	0	2203	1
19971	0	2204	1
19972	0	2219	1
19973	0	2222	1
19974	0	2227	1
19976	0	2250	1
19977	0	2262	1
19978	0	2266	1
19979	0	2275	1
19980	0	2280	1
19980	0	2281	1
19980	0	2285	1
19980	0	2287	1
19981	0	2296	1
19982	0	2305	1
19983	0	2311	1
19984	0	2317	1
19985	0	2326	1
19986	0	2339	1
19987	0	2345	1
19988	0	2355	1
19989	0	2365	1
19990	0	2374	1
19990	0	2378	1
19991	0	2381	1
19992	0	2385	1
19993	0	2399	1
19994	0	2406	1
19995	0	2413	1
19996	0	2421	1
19997	0	2427	1
19997	0	2431	1
19998	0	2439	1
19999	0	2443	1
20000	0	2454	1
20001	0	2467	1
20002	0	2477	1
20003	0	2486	1
20004	0	2494	1
20005	0	2501	1
20006	0	2503	1
20007	0	2516	1
20007	0	2517	1
20008	0	2519	1
20008	0	2527	1
20009	0	2533	1
20010	0	2538	1
20012	0	2559	1
20013	0	2572	1
20014	0	2575	1
20015	0	2579	1
20016	0	2589	1
20016	0	2592	1
20017	0	2601	1
20018	0	2608	1
20019	0	2614	1
20020	0	2623	1
20021	0	2632	1
20022	0	2642	1
20023	0	2650	1
20024	0	2655	1
20025	0	2668	1
20026	0	2674	1
20027	0	2679	1
20028	0	2688	1
20029	0	2697	1
20030	0	2708	1
20031	0	2717	1
20032	0	2728	1
20033	0	2737	1
20034	0	2740	1
20034	0	2745	1
20035	0	2747	1
20036	0	2759	1
20037	0	2764	1
20038	0	2777	1
20039	0	2780	1
20040	0	2786	1
20041	0	2800	1
20042	0	2805	1
20043	0	2820	1
20044	0	2829	1
20045	0	2837	1
20046	0	2839	1
20047	0	2850	1
20048	0	2861	1
20049	0	2872	1
20050	0	2876	1
20051	0	2891	1
20052	0	2893	1
20053	0	2902	1
20054	0	2909	1
20055	0	2921	1
20056	0	2926	1
20057	0	2933	1
20058	0	2941	1
20059	0	2949	1
20059	0	2950	1
20059	0	2953	1
20060	0	2960	1
20061	0	2967	1
20062	0	2974	1
20063	0	2984	1
20064	0	2993	1
20064	0	2994	1
20065	0	2997	1
20066	0	3005	1
20067	0	3018	1
20068	0	3021	1
20069	0	3035	1
20070	0	3042	1
20071	0	3053	1
20072	0	3062	1
20073	0	3069	1
20074	0	3076	1
20075	0	3087	1
20076	0	3098	1
20077	0	3106	1
20078	0	3110	1
20078	0	3112	1
20080	0	3130	1
20081	0	3131	1
20082	0	3143	1
20083	0	3148	1
20084	0	3152	1
20084	0	3157	1
20085	0	3163	1
20086	0	3173	1
20087	0	3183	1
20088	0	3190	1
20088	0	3194	1
20089	0	3198	1
20090	0	3209	1
20091	0	3214	1
20092	0	3227	1
20093	0	3233	1
20094	0	3242	1
20095	0	3247	1
20096	0	3255	1
20097	0	3264	1
20098	0	3275	1
20099	0	3282	1
20100	0	3293	1
20101	0	3305	1
20102	0	3310	1
20103	0	3322	1
20104	0	3330	1
20105	0	3337	1
20106	0	3344	1
20107	0	3352	1
20108	0	3355	1
20109	0	3366	1
20110	0	3378	1
20110	0	3379	1
20111	0	3385	1
20111	0	3388	1
20112	0	3395	1
20113	0	3404	1
20114	0	3414	1
20115	0	3418	1
20116	0	3422	1
20117	0	3431	1
20118	0	3437	1
20119	0	3444	1
20120	0	3457	1
20121	0	3464	1
20122	0	3471	1
20123	0	3475	1
20124	0	3481	1
20125	0	3488	1
20126	0	3500	1
20127	0	3505	1
20128	0	3513	1
20129	0	3521	1
20130	0	3530	1
20131	0	3545	1
20132	0	3549	1
20133	0	3551	1
20134	0	3565	1
20135	0	3567	1
20135	0	3570	1
20136	0	3576	1
20137	0	3585	1
20138	0	3599	1
20139	0	3602	1
20140	0	3610	1
20141	0	3617	1
20142	0	3627	1
20143	0	3633	1
20144	0	3640	1
20145	0	3649	1
20146	0	3654	1
20147	0	3662	1
20148	0	3673	1
20149	0	3685	1
20151	0	3692	1
20152	0	3706	1
20153	0	3710	1
20154	0	3727	1
20155	0	3732	1
20156	0	3741	1
20157	0	3747	1
20157	0	3748	1
20158	0	3756	1
20158	0	3757	1
20159	0	3762	1
20159	0	3769	1
20160	0	3772	1
20161	0	3783	1
20162	0	3788	1
20163	0	3799	1
20164	0	3814	1
20165	0	3823	1
20166	0	3829	1
20167	0	3840	1
20168	0	3842	1
20169	0	3849	1
20170	0	3860	1
20171	0	3865	1
20172	0	3882	1
20173	0	3884	1
20173	0	3887	1
20174	0	3897	1
20175	0	3900	1
20176	0	3908	1
20177	0	3915	1
20177	0	3920	1
20177	0	3921	1
20178	0	3929	1
20179	0	3938	1
20180	0	3947	1
20181	0	3952	1
20182	0	3962	1
20183	0	3970	1
20184	0	3975	1
20185	0	3983	1
20186	0	3988	1
20187	0	3998	1
20188	0	4008	1
20189	0	4014	1
20189	0	4018	1
20190	0	4019	1
20190	0	4023	1
20191	0	4030	1
20192	0	4034	1
20193	0	4051	1
20194	0	4054	1
20196	0	4076	1
20197	0	4080	1
20198	0	4085	1
20199	0	4097	1
20200	0	4102	1
20201	0	4118	1
20202	0	4119	1
20203	0	4132	1
20204	0	4139	1
20205	0	4147	1
20205	0	4150	1
20206	0	4157	1
20207	0	4164	1
20208	0	4172	1
20209	0	4185	1
20210	0	4188	1
20211	0	4201	1
20212	0	4208	1
20213	0	4210	1
20214	0	4220	1
20215	0	4229	1
20216	0	4235	1
20217	0	4247	1
20218	0	4252	1
20219	0	4266	1
20220	0	4275	1
20221	0	4279	1
20223	0	4301	1
20224	0	4305	1
20225	0	4314	1
20226	0	4319	1
20227	0	4335	1
20228	0	4337	1
20229	0	4347	1
20230	0	4357	1
20231	0	4365	1
20232	0	4369	1
20233	0	4383	1
20234	0	4392	1
20235	0	4396	1
20237	0	4415	1
20238	0	4428	1
20239	0	4436	1
20240	0	4440	1
20241	0	4446	1
20242	0	4454	1
20243	0	4460	1
20244	0	4466	1
20245	0	4479	1
20246	0	4491	1
20248	0	4508	1
20249	0	4518	1
20250	0	4520	1
20252	0	4540	1
20254	0	4556	1
20254	0	4558	1
20255	0	4568	1
20256	0	4577	1
20256	0	4581	1
20257	0	4583	1
20257	0	4590	1
20258	0	4597	1
20259	0	4607	1
20260	0	4609	1
20261	0	4620	1
20262	0	4629	1
20263	0	4639	1
20264	0	4644	1
20265	0	4654	1
20266	0	4667	1
20268	0	4672	1
20269	0	4676	1
20270	0	4685	1
20271	0	4693	1
20272	0	4701	1
20273	0	4707	1
20274	0	4724	1
20275	0	4727	1
20276	0	4731	1
20277	0	4743	1
20278	0	4749	1
20279	0	4759	1
20280	0	4768	1
20281	0	4777	1
20282	0	4782	1
20283	0	4788	1
20283	0	4790	1
20284	0	4799	1
20285	0	4807	1
20286	0	4810	1
20287	0	4822	1
20288	0	4829	1
20289	0	4838	1
20290	0	4843	1
20290	0	4850	1
20291	0	4854	1
20292	0	4865	1
20293	0	4869	1
20294	0	4881	1
20295	0	4890	1
20296	0	4900	1
20297	0	4904	1
20298	0	4911	1
20298	0	4912	1
20299	0	4917	1
20300	0	4926	1
20302	0	4945	1
20303	0	4949	1
20304	0	4958	1
20305	0	4967	1
20306	0	4975	1
20307	0	4985	1
20308	0	4995	1
20309	0	5001	1
20309	0	5003	1
20310	0	5012	1
20311	0	5019	1
20312	0	5024	1
20313	0	5038	1
20314	0	5043	1
20315	0	5048	1
20316	0	5061	1
20317	0	5070	1
20318	0	5072	1
20319	0	5087	1
20320	0	5089	1
20321	0	5094	1
20322	0	5107	1
20323	0	5112	1
20324	0	5116	1
20325	0	5127	1
20326	0	5132	1
20326	0	5138	1
20327	0	5145	1
20328	0	5153	1
20329	0	5165	1
20330	0	5171	1
20331	0	5176	1
20332	0	5182	1
20332	0	5185	1
20333	0	5196	1
20335	0	5208	1
20336	0	5222	1
20337	0	5227	1
20338	0	5233	1
20338	0	5235	1
20339	0	5241	1
20339	0	5245	1
20340	0	5249	1
20341	0	5255	1
20342	0	5263	1
20343	0	5277	1
20344	0	5286	1
20345	0	5296	1
20346	0	5304	1
20347	0	5312	1
20348	0	5317	1
20349	0	5329	1
20350	0	5341	1
20351	0	5345	1
20352	0	5356	1
20353	0	5366	1
20354	0	5369	1
20355	0	5376	1
20356	0	5383	1
20357	0	5394	1
20359	0	5409	1
20360	0	5413	1
20362	0	5426	1
20363	0	5429	1
20364	0	5439	1
20365	0	5449	1
20366	0	5463	1
20367	0	5469	1
20368	0	5478	1
20369	0	5490	1
20370	0	5498	1
20371	0	5505	1
20372	0	5515	1
20373	0	5523	1
20374	0	5536	1
20375	0	5544	1
20375	0	5547	1
20375	0	5548	1
20376	0	5549	1
20377	0	5559	1
20378	0	5568	1
20379	0	5576	1
20381	0	5597	1
20382	0	5601	1
20382	0	5605	1
20383	0	5613	1
20384	0	5617	1
20385	0	5628	1
20385	0	5629	1
20386	0	5634	1
20387	0	5642	1
20388	0	5653	1
20389	0	5655	1
20390	0	5663	1
